Enhetsnavn;Skoletype;Vurderingsområde;Statistikk;Indikator/delskår;Periode;Eierform;Trinn;Kjønn;Verdi;Måleenhet
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn;Regning;2020-2021;Offentlig;Trinn 5;Jenter;52;Skalapoeng
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn;Regning;2020-2021;Offentlig;Trinn 5;Gutter;52;Skalapoeng
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk avgiverskole (Kun skolenivå);2014-2015;Offentlig;Trinn 8;Begge kjønn;54;Skalapoeng
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk avgiverskole (Kun skolenivå);2014-2015;Offentlig;Trinn 8;Jenter;55;Skalapoeng
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk avgiverskole (Kun skolenivå);2014-2015;Offentlig;Trinn 8;Gutter;54;Skalapoeng
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing avgiverskole (Kun skolenivå);2014-2015;Offentlig;Trinn 8;Begge kjønn;54;Skalapoeng
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing avgiverskole (Kun skolenivå);2014-2015;Offentlig;Trinn 8;Jenter;54;Skalapoeng
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing avgiverskole (Kun skolenivå);2014-2015;Offentlig;Trinn 8;Gutter;53;Skalapoeng
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning avgiverskole (Kun skolenivå);2014-2015;Offentlig;Trinn 8;Begge kjønn;53;Skalapoeng
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning avgiverskole (Kun skolenivå);2014-2015;Offentlig;Trinn 8;Jenter;53;Skalapoeng
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning avgiverskole (Kun skolenivå);2014-2015;Offentlig;Trinn 8;Gutter;53;Skalapoeng
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2007-2008;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2007-2008;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2007-2008;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2008-2009;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2008-2009;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2008-2009;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2009-2010;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2009-2010;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2009-2010;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2010-2011;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2010-2011;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2010-2011;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2012-2013;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2012-2013;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2012-2013;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2013-2014;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2013-2014;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Engelsk;2013-2014;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2007-2008;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2007-2008;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2007-2008;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2008-2009;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2008-2009;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2008-2009;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2009-2010;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2009-2010;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2009-2010;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2010-2011;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2010-2011;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2010-2011;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2011-2012;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2011-2012;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2011-2012;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2012-2013;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2012-2013;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2012-2013;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2013-2014;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2013-2014;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Lesing;2013-2014;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2007-2008;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2007-2008;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2007-2008;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2008-2009;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2008-2009;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2008-2009;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2009-2010;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2009-2010;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2009-2010;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2010-2011;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2010-2011;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2010-2011;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2011-2012;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2011-2012;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2011-2012;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2012-2013;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2012-2013;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2012-2013;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2013-2014;Offentlig;Trinn 5;Begge kjønn;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2013-2014;Offentlig;Trinn 5;Jenter;.;Gjennomsnittspoeng med én desimal (1-3)
Tjensvoll skole;Grunnskole;Læringsresultater;Nasjonale prøver 5. trinn 2009-2013;Regning;2013-2014;Offentlig;Trinn 5;Gutter;.;Gjennomsnittspoeng med én desimal (1-3)
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2014-2015;Offentlig;Trinn 8;Begge kjønn;55;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2014-2015;Offentlig;Trinn 8;Jenter;55;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2014-2015;Offentlig;Trinn 8;Gutter;56;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2015-2016;Offentlig;Trinn 8;Begge kjønn;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2015-2016;Offentlig;Trinn 8;Jenter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2015-2016;Offentlig;Trinn 8;Gutter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2016-2017;Offentlig;Trinn 8;Begge kjønn;53;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2016-2017;Offentlig;Trinn 8;Jenter;53;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2016-2017;Offentlig;Trinn 8;Gutter;54;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2017-2018;Offentlig;Trinn 8;Begge kjønn;50;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2017-2018;Offentlig;Trinn 8;Jenter;.;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2017-2018;Offentlig;Trinn 8;Gutter;.;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2018-2019;Offentlig;Trinn 8;Begge kjønn;52;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2018-2019;Offentlig;Trinn 8;Jenter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2018-2019;Offentlig;Trinn 8;Gutter;54;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2019-2020;Offentlig;Trinn 8;Begge kjønn;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2019-2020;Offentlig;Trinn 8;Jenter;50;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2019-2020;Offentlig;Trinn 8;Gutter;52;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2020-2021;Offentlig;Trinn 8;Begge kjønn;52;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2020-2021;Offentlig;Trinn 8;Jenter;52;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Engelsk;2020-2021;Offentlig;Trinn 8;Gutter;52;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2014-2015;Offentlig;Trinn 8;Begge kjønn;53;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2014-2015;Offentlig;Trinn 8;Jenter;52;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2014-2015;Offentlig;Trinn 8;Gutter;54;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2014-2015;Offentlig;Trinn 9;Begge kjønn;53;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2014-2015;Offentlig;Trinn 9;Jenter;56;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2014-2015;Offentlig;Trinn 9;Gutter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2015-2016;Offentlig;Trinn 8;Begge kjønn;48;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2015-2016;Offentlig;Trinn 8;Jenter;49;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2015-2016;Offentlig;Trinn 8;Gutter;47;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2015-2016;Offentlig;Trinn 9;Begge kjønn;57;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2015-2016;Offentlig;Trinn 9;Jenter;58;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2015-2016;Offentlig;Trinn 9;Gutter;57;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2016-2017;Offentlig;Trinn 8;Begge kjønn;50;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2016-2017;Offentlig;Trinn 8;Jenter;50;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2016-2017;Offentlig;Trinn 8;Gutter;50;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2016-2017;Offentlig;Trinn 9;Begge kjønn;53;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2016-2017;Offentlig;Trinn 9;Jenter;54;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2016-2017;Offentlig;Trinn 9;Gutter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2017-2018;Offentlig;Trinn 8;Begge kjønn;50;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2017-2018;Offentlig;Trinn 8;Jenter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2017-2018;Offentlig;Trinn 8;Gutter;50;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2017-2018;Offentlig;Trinn 9;Begge kjønn;54;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2017-2018;Offentlig;Trinn 9;Jenter;54;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2017-2018;Offentlig;Trinn 9;Gutter;55;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2018-2019;Offentlig;Trinn 8;Begge kjønn;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2018-2019;Offentlig;Trinn 8;Jenter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2018-2019;Offentlig;Trinn 8;Gutter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2018-2019;Offentlig;Trinn 9;Begge kjønn;52;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2018-2019;Offentlig;Trinn 9;Jenter;53;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2018-2019;Offentlig;Trinn 9;Gutter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2019-2020;Offentlig;Trinn 8;Begge kjønn;50;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2019-2020;Offentlig;Trinn 8;Jenter;50;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2019-2020;Offentlig;Trinn 8;Gutter;49;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2019-2020;Offentlig;Trinn 9;Begge kjønn;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2019-2020;Offentlig;Trinn 9;Jenter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2019-2020;Offentlig;Trinn 9;Gutter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2020-2021;Offentlig;Trinn 8;Begge kjønn;49;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2020-2021;Offentlig;Trinn 8;Jenter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2020-2021;Offentlig;Trinn 8;Gutter;47;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2020-2021;Offentlig;Trinn 9;Begge kjønn;54;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2020-2021;Offentlig;Trinn 9;Jenter;56;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Lesing;2020-2021;Offentlig;Trinn 9;Gutter;53;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2014-2015;Offentlig;Trinn 8;Begge kjønn;55;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2014-2015;Offentlig;Trinn 8;Jenter;53;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2014-2015;Offentlig;Trinn 8;Gutter;55;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2014-2015;Offentlig;Trinn 9;Begge kjønn;54;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2014-2015;Offentlig;Trinn 9;Jenter;53;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2014-2015;Offentlig;Trinn 9;Gutter;54;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2015-2016;Offentlig;Trinn 8;Begge kjønn;49;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2015-2016;Offentlig;Trinn 8;Jenter;48;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2015-2016;Offentlig;Trinn 8;Gutter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2015-2016;Offentlig;Trinn 9;Begge kjønn;58;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2015-2016;Offentlig;Trinn 9;Jenter;57;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2015-2016;Offentlig;Trinn 9;Gutter;58;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2016-2017;Offentlig;Trinn 8;Begge kjønn;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2016-2017;Offentlig;Trinn 8;Jenter;50;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2016-2017;Offentlig;Trinn 8;Gutter;53;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2016-2017;Offentlig;Trinn 9;Begge kjønn;53;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2016-2017;Offentlig;Trinn 9;Jenter;51;Skalapoeng
Ullandhaug skole;Grunnskole;Læringsresultater;Nasjonale prøver ungdomstrinn;Regning;2016-2017;Offentlig;Trinn 9;Gutter;55;Skalapoeng
